0.012281198,0.002918965,0.393989062,6099,24519,74
0.012281198,0.002918965,0.393989062,6099,24519,74
0.008324042,0.002412178,0.790472894,3801,26525,60
0.008324042,0.002412178,0.790472894,3801,26525,60
0.002789519,0.001963611,1.076567241,1316,28301,42
0.00538835,0.001814085,6.269805283,2304,31462,12
0.00538835,0.001814085,6.269805283,2304,31462,12
0.013301622,0.003012316,0,3064,21138,0
0,0.004102794,1.235194263,0,11868,12
0.00298626,0.001833567,0.781935631,2198,28420,7
0.000738312,0.002488004,1.203646968,455,26929,24
0.000738312,0.002488004,1.203646968,455,26929,24
0.047818739,0.001928416,0,1312,34809,0
0.023872503,0.002742069,1.416274867,2247,21075,26
0.001571711,0.002365063,2.709429565,650,23653,17
0.001571711,0.002365063,2.709429565,650,23653,17
0.010718559,0.002337212,1.029232857,1844,22050,21
0.027895484,0.002660413,0.790195839,577,25213,64
0.042908172,0.001819884,0.000901063,704,34298,19
0.003487828,0.002949612,1.545890712,1146,21509,33
0.000650916,0.003016456,0.000490196,209,22237,2
0.000637379,0.002635229,0,472,23848,0
0.000640026,0.003182852,0,361,17682,0
0.002005985,0.00239301,1.854725318,867,24415,32
0.002005985,0.00239301,1.854725318,867,24415,32
0.036705712,0.00325823,2.339429396,1201,19062,25
0.036705712,0.00325823,2.339429396,1201,19062,25
0.004606306,0.002246092,0.504589047,3672,28000,74
0.000660652,0.004776285,2.9342,325,15880,10
0.000660652,0.004776285,2.9342,325,15880,10
0.000691155,0.00217964,1.557843137,319,30656,10
0.000691155,0.00217964,1.557843137,319,30656,10
0.011410742,0.002725213,0.000599129,2894,24684,6
0.016956452,0.002673421,1.38462242,1750,28098,7
0.003441036,0.002311346,3.715529412,4433,23758,10
0.003441036,0.002311346,3.715529412,4433,23758,10
0.000677369,0.002030223,0.001349111,190,32794,7
0.016111337,0.002121807,1.458286595,353,29449,21
0.012033607,0.001865974,0.001189047,2075,38206,7
0.005420453,0.002455612,0.175322259,1119,31483,12
0.000632376,0.00529592,0.000627451,50,15089,5
0.005048353,0.003192366,1.015234761,1042,21848,25
0.005048353,0.003192366,1.015234761,1042,21848,25
0.000985722,0.003230536,1.019195793,367,19951,51
0.000985722,0.003230536,1.019195793,367,19951,51
0.009056389,0.002087495,0.824447927,10498,32853,48
0.000639987,0.002353312,1.052250998,149,27200,44
0.000670364,0.005198197,1.464942647,220,12627,20
0.000670364,0.005198197,1.464942647,220,12627,20
0.000687937,0.003267977,1.326527145,402,18994,40
0.001256253,0.002687665,0.477116111,538,22512,44
0.001256253,0.002687665,0.477116111,538,22512,44
0.033153876,0.001680324,1.15517669,2808,37611,50
0.010059992,0.002035079,0.252374203,2176,32737,40
0.010059992,0.002035079,0.252374203,2176,32737,40
0.000637666,0.002647697,1.72789598,247,23658,28
0.003741093,0.002306403,2.758933807,6074,26027,9
0.001723837,0.004082457,1.30151663,632,16708,35
0.010444821,0.002952159,0.000640256,2472,26582,7
0.010444821,0.002952159,0.000640256,2472,26582,7
0.004162634,0.003823319,0.7546846,3358,11882,68
0.030899507,0.003158696,1.320923381,1904,21630,11
0.030899507,0.003158696,1.320923381,1904,21630,11
0.031404325,0.003436337,1.108363244,2778,17999,27
0.031404325,0.003436337,1.108363244,2778,17999,27
0.032027362,0.018010975,0,1468,5715,0
0.032027362,0.018010975,0,1468,5715,0
0.000677045,0.004074249,1.452318678,396,18120,34
0.000631967,0.003235527,0.458968773,426,17243,3
0.012996491,0.002017224,1.320401945,1796,33075,50
0.012996491,0.002017224,1.320401945,1796,33075,50
0.000636175,0.002330348,0.851403602,540,26361,31
0.010724407,0.002091329,2.953342766,560,36630,14
0.071114142,0.00214177,0.000827206,1220,32870,8
0.012482866,0.001881193,0.579481075,1294,31113,37
0.000657192,0.00832819,6.309630088,691,5836,11
0.000657192,0.00832819,6.309630088,691,5836,11
0.000807434,0.001621548,0.176859772,601,36232,35
0.001776638,0.00188349,0.001509804,632,30179,10
0.00072056,0.002624589,1.905554026,292,30335,51
0.016238392,0.002699354,0,1084,25686,0
0.016238392,0.002699354,0,1084,25686,0
0.002276356,0.002021469,0.829710478,482,27639,40
0.007512337,0.003838517,0,1048,12779,0
0.007512337,0.003838517,0,1048,12779,0
0.005650863,0.004309413,2.268842358,1528,13160,28
0.005650863,0.004309413,2.268842358,1528,13160,28
0.000665754,0.001873344,1.256210103,671,28492,19
0.000665754,0.001873344,1.256210103,671,28492,19
0.000769637,0.002259936,0.837302204,1246,28921,13
0.01388265,0.002044269,0.547386188,393,27795,48
0.000637198,0.004602588,0.661512516,588,13433,24
0.000637198,0.004602588,0.661512516,588,13433,24
0.014301229,0.003117455,0.613454771,15599,18863,19
0,0.002903053,1.427016758,0,22005,17
0.004194047,0.002542647,1.318898885,421,24492,38
0.004194047,0.002542647,1.318898885,421,24492,38
0.01560641,0.001593778,0,4341,38722,0
0.01560641,0.001593778,0,4341,38722,0
0.009689842,0.001740983,0,7741,35371,0
0.009689842,0.001740983,0,7741,35371,0
0.012393695,0.001478595,9.949552941,2104,44673,5
0.012393695,0.001478595,9.949552941,2104,44673,5
0.000684629,0.002148458,0.845124452,518,26535,43
0.000680617,0.002817535,2.159357439,439,19242,23
0.001002657,0.001832721,3.323283176,140,34304,21
0.001002657,0.001832721,3.323283176,140,34304,21
0.00065259,0.002889994,0.655107258,349,15259,57
0.00065259,0.002889994,0.655107258,349,15259,57
0.002774059,0.004036259,1.752253309,574,14623,40
0.002774059,0.004036259,1.752253309,574,14623,40
0.00981581,0.00230919,1.507266428,1783,33025,39
0.00065232,0.002624882,1.749153646,579,22864,16
0.00065232,0.002624882,1.749153646,579,22864,16
0.000738792,0.001943181,0.001325345,413,29090,6
0.000734025,0.003279855,1.140955727,255,22028,64
0.000734025,0.003279855,1.140955727,255,22028,64
0.053382531,0.003476903,0.945972733,276,19573,40
0.053382531,0.003476903,0.945972733,276,19573,40
0,0.003215414,1.692872243,0,14781,40
0,0.003215414,1.692872243,0,14781,40
0.113142925,0.011717588,0.001022082,549,4837,9
0.02558693,0.001905703,11.94415686,1938,35011,5
0.0025986,0.001627057,3.086405438,3283,42895,19
0.012289699,0.002168252,0,3935,32615,0
0.012289699,0.002168252,0,3935,32615,0
0.00088816,0.002640338,2.053852288,485,28387,30
0.00088816,0.002640338,2.053852288,485,28387,30
0.016278987,0.001770741,0.880255971,668,32323,47
0.014418149,0.002798716,2.32417886,4086,27115,33
0.000688102,0.003001259,2.984759618,383,10744,7
0.000688102,0.003001259,2.984759618,383,10744,7
0.000747776,0.005119641,1.844311547,473,11706,30
0.000747776,0.005119641,1.844311547,473,11706,30
0.000773275,0.022839701,0.56872858,634,3426,62
0.000773275,0.022839701,0.56872858,634,3426,62
0.000748419,0.031853371,1.511519944,497,3666,9
0.000748419,0.031853371,1.511519944,497,3666,9
0.026915228,0.001618347,2.463410969,2735,40755,11
0.000724543,0.001895475,0.956880595,666,30161,13
0.000724543,0.001895475,0.956880595,666,30161,13
0.0081577,0.00323994,3.011507671,982,15407,13
0,0.002452773,3.439547247,0,25278,7
0,0.002452773,3.439547247,0,25278,7
0.00114883,0.0021979,1.136994269,804,25767,42
0.00114883,0.0021979,1.136994269,804,25767,42
0.000655555,0.002496809,0.267556282,959,19802,6
0.006222439,0.002530121,1.755675695,6770,24801,27
0.001535271,0.00175661,4.945164706,783,32021,10
0.001535271,0.00175661,4.945164706,783,32021,10
0.010584886,0.00307841,0,4035,22422,0
0.010584886,0.00307841,0,4035,22422,0
0.008722828,0.002062918,1.14672246,1992,28275,35
0.008722828,0.002062918,1.14672246,1992,28275,35
